,,,,,,,,,,,,FROM EBIRD/HISTORICAL WEATHER DATA,Northernly distribution (place),,,,,,,,,,,,,,,Southernly distribution (place),,,,,,,,,,,,,,,Date of arrival to northernly distribution,,,,,Mean temp (F) at arrival to northernly distribution,,,,,Min temp (F) at arrival to northernly distribution,,,,,Max temp (F) at arrival to northernly distribution,,,,,Date of arrival to southernly distribution,,,,,Mean temp at arrival to southernly distribution,,,,,Min temp at arrival to southernly distribution,,,,,Max temp at arrival to southernly distribution,,,,,Max temp while in northern distribution,,,,,Max temp while in southern distribution,,,,,Min temp while in northern distribution,,,,,Min temp while in southern distribution,,,,,Mean temp while in northern distribution,,,,,Mean temp while in southern distribution,,,,
Baeolophus_bicolor,Tufted titmouse,20.42,35.7,22.33,Pollock et al. 2019,Summer,Passeriformes,Paridae,Resident,US,,,"La Crosse, Wisconsin, USA",,,"Midland, Michigan, USA",,,"Killington, Vermont, USA",,,"Manchester, New Hampshire, USA",,,"Eau Claire, Wisconsin, USA",,,"Tampa, Florida, USA",,,"Tampa, Florida, USA",,,"Tampa, Florida, USA",,,"Tampa, Florida, USA",,,"Tampa, Florida, USA",,,"April 27, 2019","June 8, 2018","May 22, 2017","May 2, 2016","May 6, 2015",39.16,67.42,51.03,45.73,61.22,34,59,46,42,52,46,77,54,49,76,"March 9, 2019","January 10, 2018","February 16, 2017","January 30, 2016","February 7, 2015",72.17,70.4,62.42,59.33,59.17,62,67,54,51,48,83,77,68,67,71,77,68,79.6,76,78.6,77,75,78.4,78.7,80.4,60.5,45.5,58,59,59,60.6,57.4,61.2,61.4,56.8,68,57.8,67.7,66.6,68.3,68.3,65.7,69,70.4,71.4
Gymnopithys_bicolor,Bicolored Antbird,29.56,34,27,Pollock et al. 2019,Summer,Passeriformes,Thamnophilidae,Resident,Non,,,"La Ceiba, Honduras",,,"La Ceiba, Honduras",,,"La Ceiba, Honduras",,,"Liberia, Costa Rica",,,"Siuna, Nicaragua",,,"Jama, Ecuador",,,"Quito, Ecuador",,,"Jama, Ecuador",,,"Puerto Lopez, Ecuador",,,"Santo Domingo, Ecuador",,,"March 14, 2019","July 14, 2018","April 2, 2017","April 24, 2016","April 16, 2015",n/a,n/a,n/a,n/a,n/a,68,73,70,79,72,91,88,90,97,86,"November 25, 2019","December 13, 2018","December 6, 2017","October 18, 2016","November 17, 2015",n/a,62,n/a,n/a,n/a,73,54,72,70,73,84,66,90,77,81,85,85,82,82.6,87,n/a,n/a,n/a,n/a,n/a,71.4,66,65,66.2,58,n/a,n/a,n/a,n/a,n/a,78.6,78.2,75.6,76,80.3,n/a,n/a,n/a,n/a,n/a
Thamnophilus_atrinucha,Black-crowned Antshrike,20.46,35,26.5,Pollock et al. 2019,Summer,Passeriformes,Thamnophilidae,Resident,Non,,,"Placencia, Belize",,,"Trio, Belize",,,"Trio, Belize",,,"Trio, Belize",,,"La Ceiba, Honduras",,,"Tumbes, Peru",,,"Tumbes, Peru",,,"Tumbes, Peru",,,"Pinas, Ecuador",,,"Pinas, Ecuador",,,"May 16, 2019","March 30, 2018","April 3, 2017","March 1, 2016","May 17, 2015",n/a,n/a,n/a,n/a,n/a,77,72,72,68,73,90,86,90,82,88,"July 27, 2019","August 14, 2018","December 23, 2017","November 1, 2016","November 5, 2015",n/a,n/a,n/a,n/a,n/a,70,70,73,68,n/a,77,73,82,79,n/a,87,87,88,88,87.9,n/a,n/a,n/a,n/a,n/a,67.9,68.7,65,66,65,n/a,n/a,n/a,n/a,n/a,79.6,78.77,81,83.2,79.6,n/a,n/a,n/a,n/a,n/a
Myiobius_atricaudus,Black-tailed Flycatcher,8.43,36.5,25,Pollock et al. 2019,Summer,Passeriformes,Oxyruncidae,Migratory,Non,,,"Jaco, Costa Rica",,,"Jaco, Costa Rica",,,"Jaco, Costa Rica",,,"Jaco, Costa Rica",,,"Jaco, Costa Rica",,,"Joinville, Brazil",,,"Curitiba, Brazil",,,"Joinville, Brazil",,,"Joinville, Brazil",,,"Joinville, Brazil",,,"July 26, 2019","August 27, 2018","June 24, 2017","July 9, 2016","October 7, 2015",71.85,72.36,75.23,75.31,75.07,68,66,70,70,70,79,79,82,81,82,"January 24, 2019","May 5, 2018","January 19, 2017","October 4, 2016","June 6, 2015",70.52,58.58,67.93,60.17,57.68,60.8,52,64,55,46.9,82,79,72,70,73,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Thraupis_episcopus,Blue-gray Tanager,28.76,36.25,24.5,Pollock et al. 2019,Summer,Passeriformes,Thraupidae,Migratory,Non,,,"Esteli, Nicaragua",,,"Managua, Nicaragua",,,"Nueva Guinea, Nicaragua",,,"Río Blanco, Nicaragua",,,"Esteli, Nicaragua",,,"Rurrenabaque, Bolivia",,,"Cusco, Peru",,,"Cusco, Peru",,,"Cusco, Peru",,,"Puerto Maldonado, Peru",,,"May 4, 2019","May 5, 2018","April 20, 2017","June 25, 2016","May 5, 2015",n/a,n/a,n/a,n/a,n/a,79,75,75,75,77,93,97,97,90,95,"October 19, 2019","November 24, 2018","November 20, 2017","October 24, 2016","October 4, 2015",n/a,60.2,59.74,54.85,58.63,73,54,46,48,45,84,68,73,59,72,88.6,86.6,87.6,88.8,90.7,68,66,67,71,65,20,27,35,30,30.9,43,41,46,48,43.5,71.6,73,76.7,75.5,78.9,56.9,55.4,56.66,59.4,55
Poliocrania_exsul,Chestnut-backed Antbird,26.26,35.25,25,Pollock et al. 2019,Summer,Passeriformes,Thamnophilidae,Resident,Non,,,"Puerto Jiménez, Costa Rica",,,"Puerto Jiménez, Costa Rica",,,"Limon, Costa Rica",,,"Puerto Jiménez, Costa Rica",,,"Puerto Jiménez, Costa Rica",,,"Manta, Ecuador",,,"Tumaco, Colombia",,,"Tumaco, Colombia",,,"Quito, Ecuador",,,"Quito, Ecuador",,,"May 19, 2019","April 16, 2018","April 15, 2017","April 5, 2016","March 7, 2015",74.78,75.54,n/a,74.79,71.92,66,68,73,70,66,81,81,82,79,77,"November 25, 2019","October 6, 2018","November 29, 2017","November 11, 2016","November 18, 2015",n/a,n/a,n/a,59.8,60.8,59,57,61,55,53,73,73,72,68,67,85,84.2,86.4,85.5,84,n/a,n/a,n/a,n/a,n/a,71,74,73.9,74.7,71.5,n/a,n/a,n/a,n/a,n/a,80.6,80.33,82,81.6,80,n/a,n/a,n/a,n/a,n/a
Turdus_grayi,Clay-colored Thrush,70.14,35,28,Pollock et al. 2019,Summer,Passeriformes,Turdidae,Migratory,Non,,,"Monterrey, Mexico",,,"Monterrey, Mexico",,,"Monterrey, Mexico",,,"Monterrey, Mexico",,,"San Luis Potosí, Mexico",,,"Medellín, Colombia",,,"Rio Hato, Panama",,,"Rio Hato, Panama",,,"Medellín, Colombia",,,"Las Tablas, Panama",,,"February 9, 2019","March 19, 2018","April 8, 2017","May 13, 2016","April 17, 2015",43.37,78.44,70.75,76.69,n/a,43,64,63,55,39,45,91,82,95,64,"November 15, 2019","October 18, 2018","November 13, 2017","November 6, 2016","October 15, 2015",n/a,n/a,n/a,n/a,n/a,66,66,68,64,77,81,75,79,79,88,89,88,89.77,90.3,91,n/a,n/a,n/a,n/a,n/a,70.2,72,71,72,71,n/a,n/a,n/a,n/a,n/a,79.5,77.8,79,79.9,79.7,n/a,n/a,n/a,n/a,n/a
Xiphorhynchus_susurrans,Cocoa Woodcreeper,40.88,36.67,26,Pollock et al. 2019,Summer,Passeriformes,Furnariidae,Resident,Non,,,"La Ceiba, Honduras",,,"La Ceiba, Honduras",,,"Wampusirpi, Honduras",,,"Catacamas, Honduras",,,"Mulukuku, Honduras",,,"Medellín, Colombia",,,"Cali, Colombia",,,"Cali, Colombia",,,"Bogota, Colombia",,,"Cali, Colombia",,,"April 13, 2019","May 7, 2018","May 8, 2017","April 15, 2016","February 12, 2015",n/a,n/a,n/a,n/a,n/a,75,70,75,72,66,93,86,86,88,81,"January 16, 2019","January 18, 2018","December 4, 2017","January 19, 2016","February 8, 2015",n/a,n/a,n/a,n/a,n/a,66,66,66,68,66,84,82,84,91,82,85,85,84,85.77,84,87,87.2,83.3,87.7,86.5,66,66.2,61,72,63.3,62,65,62.5,62.5,51.8,77,77.3,77,81.5,76.8,75.3,75,72.8,75.9,74
Ramphocelus_dimidiatus,Crimson-backed Tanager,25.31,35.6,26.67,Pollock et al. 2019,Summer,Passeriformes,Thraupidae,Resident,Non,,,"Colón, Colombia",,,"Santa Marta, Colombia",,,"Santa Marta, Colombia",,,"Santa Marta, Colombia",,,"Santa Marta, Colombia",,,"Popayán, Colombia",,,"Cali, Colombia",,,"Popayán, Colombia",,,"Bogota, Colombia",,,"Florencia, Colombia",,,"January 18, 2019","January 24, 2018","January 24, 2017","January 26, 2016","December 15, 2015",84.21,85.65,81.69,86.33,83.72,77,75,70,75,79,91,95,88,93,86,"May 2, 2019","May 5, 2018","April 23, 2017","May 28, 2016","May 19, 2015",n/a,n/a,n/a,n/a,n/a,68,59,61,61,63,79,72,77,73,81,93,93,91,93,92,n/a,n/a,n/a,n/a,n/a,69,68.6,75,77.5,77.1,n/a,n/a,n/a,n/a,n/a,84.3,83.8,84,85.8,85,n/a,n/a,n/a,n/a,n/a
Cercomacroides_tyrannina,Dusky Antbird,15.07,37.25,29,Pollock et al. 2019,Summer,Passeriformes,Thamnophilidae,Resident,Non,,,"Wampusirpi, Honduras",,,"Comitán, Mexico",,,"Villahermosa, Mexico",,,"Villahermosa, Mexico",,,"Villahermosa, Mexico",,,"Manaus, Brazil",,,"Manaus, Brazil",,,"Manaus, Brazil",,,"Esmeraldas, Ecuador",,,"Mitú, Colombia",,,"February 27, 2019","February 16, 2018","February 25, 2017","January 29, 2016","February 26, 2015",n/a,n/a,n/a,77,n/a,73,77,73,75,72,86,84,90,79,88,"June 7, 2019","June 2, 2018","June 6, 2017","July 17, 2016","July 7, 2015",82,67.42,82.04,72,72.03,73,63,73,61.9,64,93,73,93,89.5,82,n/a,n/a,n/a,n/a,n/a,86,85,85,86.9,87,n/a,n/a,n/a,n/a,n/a,50,54.2,62,63,65.3,n/a,n/a,n/a,n/a,n/a,77.2,76.33,77.7,79,79
Eucometis_penicillata,Gray-headed Tanager,29.8,35.5,25.5,Pollock et al. 2019,Summer,Passeriformes,Thraupidae,Migratory,Non,,,"Chetumal, Mexico",,,"Valladolid, Mexico",,,"Valladolid, Mexico",,,"Valladolid, Mexico",,,"Valladolid, Mexico",,,"Jardim, Brazil",,,"Jardim, Brazil",,,"San Alfredo, Paraguay",,,"La Victoria, Paraguay",,,"Rio Claro, Brazil",,,"January 21, 2019","January 13, 2018","February 18, 2017","February 8, 2016","February 5, 2015",n/a,70.5,78,66.22,72.23,54,66,72,63,66,75,75,86,72,77,"May 4, 2019","May 5, 2018","June 11, 2017","September 14, 2016","May 9, 2015",73.08,73.33,61.17,73.5,82.67,68,70,44,67,79,77,77,76,80,85,84,83,83,79.8,81,85,77.77,87.7,79.6,83.7,69.5,67.7,70,67.9,66.5,67.2,64,68,62,66,76.7,75.77,77.8,74,74,79,72,80.2,73,77.9
Mionectes_oleagineus,Ochre-bellied Flycatcher,9.26,35,27,Pollock et al. 2019,Summer,Passeriformes,Tyrannidae,Migratory,Non,,,"Coatzacoalcos, Mexico",,,"Córdoba, Mexico",,,"Belmopan, Belize",,,"Chetumal, Mexico",,,"Belize City, Belize",,,"Rio de Janeiro, Brazil",,,"Salvador, Brazil",,,"La Paz, Bolivia",,,"Cusco, Peru",,,"Iquitos, Peru",,,"March 20, 2019","March 6, 2018","February 28, 2017","February 14, 2016","March 15, 2015",n/a,n/a,82.71,n/a,84.19,70,56,79,64,77,77,75,86,81,97,"June 30, 2019","July 23, 2018","August 15, 2017","July 10, 2016","July 8, 2015",79.87,79.48,44.3,52.89,79.35,73,75,23,34,73,88,82,59,70,90,n/a,n/a,n/a,n/a,n/a,60.2,58,60.2,59.78,61.2,n/a,n/a,n/a,n/a,n/a,33,36.9,33.44,37.3,35.5,n/a,n/a,n/a,n/a,n/a,46.65,47.2,47,47.5,47.5
Thraupis_palmarum,Palm Tanager,32.12,36.5,25.5,Pollock et al. 2019,Summer,Passeriformes,Thraupidae,Migratory,Non,,,"Tobago, Trinidad and Tobago",,,"Toco, Trinidad and Tobago",,,"Toco, Trinidad and Tobago",,,"Tobago, Trinidad and Tobago ",,,"Charlotteville, Trinidad and Tobago",,,"São Paulo, Brazil",,,"Curitiba, Brazil",,,"Rio de Janeiro, Brazil",,,"Rio de Janeiro, Brazil",,,"Curitiba, Brazil",,,"February 22, 2019","May 15, 2018","March 30, 2017","June 2, 2016","March 14, 2015",77.96,80,82.17,82.05,80.09,73,75,73,75,75,86,86,93,90,90,"October 17, 2019","October 6, 2018","October 28, 2017","November 20, 2016","November 28, 2015",69.3,60.25,71.44,59.81,69.46,66,57,66,54,63,84,63,81,72,86,n/a,n/a,n/a,n/a,n/a,80.2,83,80,83,82,n/a,n/a,n/a,n/a,n/a,66,55.9,49,46.8,54.9,n/a,n/a,n/a,n/a,n/a,71,72.4,70.2,71.77,72.8
Dendrocincla_fuliginosa,Plain-brown Woodcreeper,38.79,35,27.17,Pollock et al. 2019,Summer,Passeriformes,Furnariidae,Resident,Non,,,"Santa Marta, Colombia",,,"Santa Marta, Colombia",,,"Santa Marta, Colombia",,,"Santa Marta, Colombia",,,"Santa Marta, Colombia",,,"Puerto Maldonado, Peru",,,"Cusco, Peru",,,"Cuiabá, Brazil",,,"Rio Branco, Brazil",,,"Porto Velho, Brazil",,,"January 23, 2019","January 13, 2018","March 14, 2017","March 5, 2016","January 16, 2015",85,83.72,86.18,85.88,75.17,72,75,77,79,71,95,90,95,93,86,"September 12, 2019","September 11, 2018","September 19, 2017","August 10, 2016","August 19, 2015",54.65,56.35,87.7,73.09,n/a,46,41,72,68,75,63,72,102,82,90,n/a,n/a,n/a,n/a,n/a,72.88,66.8,70.4,67.3,71.2,n/a,n/a,n/a,n/a,n/a,44.4,45.8,40,42,38,n/a,n/a,n/a,n/a,n/a,57,56,57.4,55.8,58
Geotrygon_montana,Ruddy Quail-dove,119.85,34.5,28.5,Pollock et al. 2019,Summer,Columbiformes,Columbidae,Migratory,Non,,,"Cienfuegos, Cuba",,,"Camaguay, Cuba",,,"Cienfuegos, Cuba",,,"Cienfuegos, Cuba",,,"Cayo Romano, Cuba ",,,"Porto Alegre, Brazil",,,"Porto Alegre, Brazil",,,"Porto Alegre, Brazil",,,"Porto Alegre, Brazil",,,"Porto Alegre, Brazil",,,"September 15, 2019","September 16, 2018","October 21, 2017","November 2, 2016","November 12, 2015",n/a,n/a,n/a,n/a,n/a,75,72,73,73,72,91,90,90,82,88,"May 4, 2019","April 27, 2018","January 24, 2017","February 14, 2016","May 5, 2015",72,71.96,80.2,79.87,55.28,58,58.9,72,75,46,81,84,90,86,70,n/a,n/a,n/a,n/a,n/a,87,84.67,89.6,88.2,86,n/a,n/a,n/a,n/a,n/a,65,65.33,68.2,68,67.5,n/a,n/a,n/a,n/a,n/a,72.38,69.75,75.71,75.1,72.2
Thryophilus_rufalbus,Rufous-and-white Wren,26.64,35,24,Pollock et al. 2019,Summer,Passeriformes,Troglodytidae,Resident,Non,,,"Tapachula, Mexico",,,"Tapachula, Mexico",,,"Tapachula, Mexico",,,"Tapachula, Mexico",,,"Tapachula, Mexico",,,"Bogota, Colombia",,,"Bogota, Colombia",,,"Bogota, Colombia",,,"Bogota, Colombia",,,"Bogota, Colombia",,,"March 14, 2019","March 15, 2018","April 18, 2017","March 8, 2016","February 12, 2015",n/a,n/a,n/a,n/a,n/a,75,70,72,73,75,91,95,90,90,88,"June 2, 2019","June 8, 2018","August 31, 2017","May 4, 2016","July 12, 2015",n/a,n/a,n/a,n/a,n/a,77,81,75,79,79,88,91,91,93,90,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Cyphorhinus_phaeocephalus,Song Wren,25.38,35.1,27.33,Pollock et al. 2019,Summer,Passeriformes,Troglodytidae,Resident,Non,,,"Liberia, Costa Rica",,,"Liberia, Costa Rica",,,"Liberia, Costa Rica",,,"Liberia, Costa Rica",,,"Liberia, Costa Rica",,,"Machala, Ecuador",,,"Machala, Ecuador",,,"Machala, Ecuador",,,"Machala, Ecuador",,,"Machala, Ecuador",,,"February 21, 2019","February 22, 2018","February 20, 2017","February 3, 2016","February 9, 2015",n/a,n/a,n/a,n/a,n/a,68,79,66,66,70,97,91,93,97,90,"November 21, 2019","October 27, 2018","November 9, 2017","November 26, 2016","November 28, 2015",n/a,n/a,n/a,n/a,n/a,73,70,68,72,77,81,77,77,81,86,n/a,n/a,n/a,n/a,n/a,102,90.5,90.5,95,95,n/a,n/a,n/a,n/a,n/a,77,76,74,79,79,n/a,n/a,n/a,n/a,n/a,82.58,81.51,80.87,83.67,85.46
Troglodytes_aedon,Southern House Wren,13.11,36,25.88,Pollock et al. 2019,Summer,Passeriformes,Troglodytidae,Migratory,Non,,,"Córdoba, Mexico",,,"Mérida, Mexico",,,"Mérida, Mexico",,,"Mérida, Mexico",,,"Mérida, Mexico",,,"Punto Arenas, Chile",,,"Punto Arenas, Chile",,,"Porvenir, Chile",,,"Puerto Natales, Chile",,,"Puerto Natales, Chile",,,"June 6, 2019","June 10, 2018","July 5, 2017","July 26, 2016","August 1, 2015",n/a,84,n/a,87,n/a,65,76,n/a,78,n/a,85,96,n/a,96,n/a,"November 27, 2019","November 22, 2018","November 7, 2017","November 4, 2016","November 21, 2015",45,47,51,46,64,39,36,43,43,52,52,55,57,48,77,n/a,97.25,n/a,n/a,98.33,70,66,67,67,70,n/a,81.75,n/a,n/a,78.33,48,50,49,50,54,n/a,86.87,n/a,n/a,85.71,57.04,57.32,55.45,56.98,54.46
Euphonia_laniirostris,Thick-billed Euphonia,12.88,35.8,28,Pollock et al. 2019,Summer,Passeriformes,Fringillidae,Resident,Non,,,"Santa Marta, Colombia",,,"Santa Marta, Colombia",,,"Santa Marta, Colombia",,,"Santa Marta, Colombia",,,"Santa Marta, Colombia",,,"La Paz, Bolivia",,,"Cochabamba, Bolivia",,,"Cochabamba, Bolivia",,,"Cochabamba, Bolivia",,,"Cochabamba, Bolivia",,,"March 12, 2019","March 7, 2018","March 16, 2017","April 16, 2016","April 4, 2015",86,85,86,87,86,79,73,75,81,81,95,95,93,95,93,"August 24, 2019","August 18, 2018","August 28, 2017","September 7, 2016","September 10, 2015",42,68,67,69,67,27,55,50,46,48,57,79,82,84,82,98.67,98.75,96.33,97.67,99,66.67,67.33,68,68,67.33,84.96,83.25,84,83.33,85.33,43.33,44.33,41.67,45,45,88.52,89,89,89.51,90.89,52.73,52.19,51.35,52.64,52.53
Callipepla_gambelii,Gambel's quail,125.5,42,34,Buckley et al. 2018,,Galliformes,Odontophoridae,Resident,Non,,,"Moapa, Nevada, United States",,,"Moapa, Nevada, United States",,,"Motoqua, Utah, United States",,,"St. George, Nevada, United States",,,"St. George, Nevada, United States",,,"Hermosillo, Mexico",,,"Hermosillo, Mexico",,,"Guaymas, Mexico",,,"Valentine, Texas",,,"Guaymas, Mexico",,,#######,8-Jan-18,3-Jan-17,#######,3-Jan-15,63.63,50.83,48.21,44.5,39.46,53,48,44,38,29,73,54,54,51,51,2-Apr-19,#######,2-Mar-17,#######,#######,n/a,n/a,n/a,69.33,n/a,64,64,61,50,66,91,97,84,82,88,79,81.75,76.33,81.66,81.33,n/a,n/a,n/a,n/a,n/a,58,60.25,60.33,57,60,n/a,n/a,n/a,n/a,n/a,67.7,69.77,67.68,67.87,69.1,n/a,n/a,n/a,n/a,n/a
Daptrius_ater,Black caracara,362,35,19.5,Buckley et al. 2018,,Falconiformes,Falconidae,Resident,Non,,,"Medellín, Colombia",,,"Medellín, Colombia",,,"Medellín, Colombia",,,"Medellín, Colombia",,,"Medellín, Colombia",,,"São José de Rio Claro, Brazil",,,"São José de Rio Claro, Brazil",,,"São José de Rio Claro, Brazil",,,"São José de Rio Claro, Brazil",,,"São José de Rio Claro, Brazil",,,#######,#######,#######,#######,#######,n/a,n/a,n/a,n/a,n/a,66,63,61,68,68,88,82,84,84,84,#######,#######,#######,9-Jun-16,#######,n/a,n/a,n/a,n/a,n/a,73,73,77,72,73,93,90,97,91,97,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Cyanerpes_cyaneus,Red-legged honeycreeper,13.5,35,25,Buckley et al. 2018,,Passeriformes,Thraupidae,Migratory,Non,,,"San Cristobal, Cuba",,,"San Cristobal, Cuba",,,"San Cristobal, Cuba",,,"San Cristobal, Cuba",,,"San Cristobal, Cuba",,,"Rio das Ostras, Brazil",,,"Vitoria, Brazil",,,"Serra, Brazil",,,"Rio de Janeiro, Brazil",,,"Serra, Brazil",,,5-Jan-19,#######,#######,7-Jan-16,#######,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2-Sep-19,6-Oct-18,#######,#######,#######,72,72.91,71.5,73.87,77.79,70,70,68,68,73,77,77,75,81,86,89,84,87,88,87,82.1,84,84,83,83,71,71,70,67,70,69,71,68,62,57,79,76,78,78,78,76,77,77,76,76
Daptrius_ater,Black caracara,362,35,19.5,Buckley et al. 2018,,Falconiformes,Falconidae,Resident,Non,,,"Medellín, Colombia",,,"Medellín, Colombia",,,"Medellín, Colombia",,,"Medellín, Colombia",,,"Medellín, Colombia",,,"São José de Rio Claro, Brazil",,,"São José de Rio Claro, Brazil",,,"São José de Rio Claro, Brazil",,,"São José de Rio Claro, Brazil",,,"São José de Rio Claro, Brazil",,,#######,#######,#######,#######,#######,n/a,n/a,n/a,n/a,n/a,66,63,61,68,68,88,82,84,84,84,#######,#######,#######,9-Jun-16,#######,n/a,n/a,n/a,n/a,n/a,73,73,77,72,73,93,90,97,91,97,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Estrilda_melpoda,Orange-cheeked waxbill,7.5,43,35,Buckley et al. 2018,,Passeriformes,Estrildidae,Resident,Non,,,"Wassadougou, Senegal",,,"Wassadougou, Senegal",,,"Koforidua, Ghana",,,"Tamale, Ghana",,,"Serrekunda, The Gambia",,,"Ciudad de la Paz, Equitorial New Guinea",,,"Ciudad de la Paz, Equitorial New Guinea",,,"Douala, Cameroon",,,"Mbe, Republic of the Congo",,,"Douala, Cameroon",,,#######,8-Jun-18,#######,#######,7-Apr-15,n/a,n/a,n/a,n/a,n/a,81,77,79,75,81,88,90,82,88,91,#######,#######,#######,#######,#######,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Glaucidium_gnoma_gnoma,Northern mountain pygmy owl,52,34,27,Buckley et al. 2018,,Strigiformes,Strigidae,Resident,Non,,,"Tucson, Arizona",,,"Tucson, Arizona",,,"Rodeo, Arizona",,,"Sierra Vista, Arizona",,,"Yécora, Mexico",,,"Oaxaca, Mexico",,,"Oaxaca, Mexico",,,"Oaxaca, Mexico",,,"Salina Cruz, Mexico",,,"Oaxaca, Mexico",,,#######,#######,4-Sep-17,#######,#######,90.65,83.74,88.12,82.72,94.35,79,68,75,75,82,101,97,102,92,106,#######,#######,#######,1-Apr-16,#######,69.8,76.13,69.38,80.07,69.18,59,55,50,54,52,77,88,82,93,81,84.8,78.3,91,91,83.5,84.7,83.5,82.3,83.65,83.5,57.6,59,63,63,62,57.5,55.5,56.6,57.85,59,71,67.98,76.9,76.7,72,73,72,71.3,72.7,71.9
Guira_guira,Guira cuckoo,140,33,27,Buckley et al. 2018,,Cuculiformes,Cuculidae,Resident,Non,,,"São Luís, Brazil",,,"Sobral, Brazil",,,"Parauapebas, Brazil",,,"Fortaleza, Brazil",,,"Aquiraz, Brazil",,,"Necochea, Argentina",,,"Necochea, Argentina",,,"Tres Arroyos, Argentina",,,"Tres Arroyos, Argentina",,,"Necochea, Argentina",,,6-Oct-19,#######,#######,12-Jul-16,#######,80.13,86.92,83.65,81.04,81.3,77,81,81,75,77,86,91,90,86,86,1-Jan-19,#######,5-Jan-17,#######,#######,n/a,n/a,n/a,n/a,n/a,64,68,54,68,55,73,86,68,81,68,92,94.5,97,91,89,n/a,n/a,n/a,n/a,n/a,83.75,84,84,81,80,n/a,n/a,n/a,n/a,n/a,87.8,89,91.2,83.8,82.97,n/a,n/a,n/a,n/a,n/a
Haemorhous_mexicanus,House finch,20.4,33,25,Buckley et al. 2018,,Passeriformes,Fringillidae,Resident,Non,,,"Kamloops, Canada",,,"Salmon Arm, Canada",,,"Saskatoon, Canada",,,"Salmon Arm, Canada",,,"Salmon Arm, Canada",,,"Oaxaca, Mexico",,,"Oaxaca, Mexico",,,"Oaxaca, Mexico",,,"Oaxaca, Mexico",,,"Oaxaca, Mexico",,,7-Jul-19,#######,4-Jun-17,#######,#######,63.63,63.96,72.3,56.5,49,58,56,54,41,42,72,76,88,71,54,#######,#######,#######,#######,#######,68.75,69.53,67.93,64.38,71.83,48,50,48,52,52,82,79,81,73,84,55.4,57.3,53.2,51.89,59.55,82.5,79.5,83.2,82.75,80.3,41.7,41.5,37.68,34,40.73,53.85,51.1,53.95,56.95,51.5,48.6,49.2,45.7,43.5,50.58,70.23,68.34,71.1,71.4,68.35
Hedydipna_collaris,Collared Sunbird,8.3,28,25,Buckley et al. 2018,,Passeriformes,Nectariniidae,Migratory,Non,,,"Ziguinchor, Senegal",,,"Serrekunda, The Gambia",,,"Banjul, The Gambia",,,"Serrekunda, The Gambia",,,"Serrekunda, The Gambia",,,"Knysna, South Africa",,,"Plettenberg Bay, South Africa",,,"Knysna, South Africa",,,"Kynsna, South Africa",,,"Knysna, South Africa",,,4-Jul-19,15-Jul-18,#######,#######,1-Jul-15,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,#######,#######,5-Jan-17,#######,2-Jan-15,n/a,n/a,n/a,n/a,n/a,59,55,61,52,63,70,66,82,68,73,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
